Description,Price
"I am looking at a used 2016 Toyota Landcruiser GXL, silver with grey interior. It's a 4-door SUV with a 4.5L diesel engine, automatic, and has 154422 km on the odometer.",82845
"I am looking at a 2012 Volvo XC60 T6 R-Design. It's a black SUV with an automatic transmission, 3 L, 6 cyl engine, and 5 doors, 5 seats.",19880
"It's a 2019 Mitsubishi Triton GLS, grey with a black interior, used. Features include an automatic transmission, 2.4 L, 4 cyl engine, and 73611 km on the clock.",47990
"I am looking at a used 2018 Toyota Hilux SR, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 111798 km.",45880
"I am looking at a used 2022 Volkswagen T-ROC 140TSI R-Line. It features a 2L 4-cylinder engine, automatic, and AWD. It's clocked 5 doors, 5 seats.",52490
"I am looking at a 2008 Mazda 6 Luxury Sports, automatic, 5-door hatchback, 2.5-liter engine, grey interior, used condition with 148039 km. 'it's a 5-seater, with a mileage of 148039 km.",14990
"I have a 2014 Hyundai Santa FE Highlander Crdi, black SUV with a 2.2L diesel engine, automatic, and AWD. It's a 4-door SUV with 7 seats.",24999
"I am looking at a 2008 Toyota Corolla Ascent, a blue hatchback with black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 109000 km.",13995
"I am looking at a used 2011 Toyota Aurion Presara. It features a 3.5 L, 6 cyl engine, automatic, and has covered 242478 km.",12990
"A 2018 Land Rover Range Rover Autobiography SDV8 LWB in black, used. It boasts a red interior, 4.4L diesel engine, automatic transmission, AWD, and has covered 93127 km.",189990
"I am looking at a used 2016 Mitsubishi Triton GLX, blue, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 119937 km.",32990
"I am looking at a red Toyota Corolla Ascent Sport, a sleek hatchback. It features an automatic transmission, 1.8-liter, 4-cylinder engine, and has covered just 103814 km.",21990
"I have a 2012 Mazda 3 NEO, a hatchback in white with an automatic transmission. It's an automatic with a 2 L, 4 cyl engine, and has done 234406 km.",8499
"I am looking at a used 2011 Ford Territory TX, white exterior. It features a 4 L, 6 cyl engine, automatic, rear drive, and has clocked 156340 km.",10999
"I am looking at a used 2017 Volvo XC90 D5 R-Design. It features a black, 2L 4-cylinder diesel engine, automatic, and AWD. It's clocked 7 seats.",54990
"I have a 2023 Volkswagen T-Cross 85TSI DSG FWD, white with black interior, used. It's an automatic, front-wheel drive, and has a black interior.",35990
"I have a 2012 Land Rover Range Rover Evoque SD4 Dynamic, black with a 2.2L diesel engine, automatic, and AWD. It's clocked 218569 km.",22995
"I have a 2022 BMW 218I M Sport Gran Coupe, 218I M Sport, 1.5L 3 cyl, automatic, front-wheel drive, white with black interior, used with 9341 km driven.",64988
"It's a used 2022 MG HS Essence SUV, white exterior, black interior, 1.5L 4 cyl engine, front-wheel drive, automatic, with 15 doors, 5 seats.",39990
"I have a 2012 Ford Ranger XL 2.2L 4 cyl, automatic, rear-wheel drive, white with white interior, used with 146581 km driven.",17999
"A 2017 Mitsubishi Pajero Sport Exceed, grey with a black interior, used. It comes with an automatic gearbox, 2.4L diesel, and has traveled 110971 km.",39888
"I am looking at a white 2018 Kia Picanto S hatchback. It's an automatic with a 1.2 L, 4 cyl engine, and has 72255 km on the odometer.",15990
"There's a used 2017 Toyota Camry Altise Hybrid in silver available. It's an automatic with a 2.5 L, 4 cyl engine, and has done 117695 km.",27995
"There is a used 2010 Ford Territory Ghia, silver with an automatic transmission. It's a 4-cylinder, 4 L engine, with 210454 km on the odometer.",9900
"I am looking at a 2014 Ford Ranger Wildtrak, silver, 3.2L 5 cyl diesel, automatic, 4-door SUV, 5-seater, with 80986 kilometers.",35999
"I am looking at a 2019 Kia Cerato S, a black hatchback with automatic transmission, 2 L, 4-cylinder engine, and 53180 km on the odometer.",21800
"I have a 2018 Ford Mondeo Titanium, grey hatchback with leather interior. It's an automatic with a 2 L, 4 cyl engine, and has 47594 km on the odometer.",29888
"I have a 2013 Toyota RAV4 GX, a black SUV with an automatic transmission. It's a front-wheel drive with just 252383 km on the odometer.",12990
"I have a 2021 LDV G10+ Barn Door, white with a black interior. It's an automatic with a 2L, 4-cylinder engine, rear drive, and has clocked 13049 km.",31888
"I am looking at a used 2019 Suzuki Everyn Vehicles, white with grey interior. It's a used model, with a mileage of 93300 - a total of 93300.",19888
"I have a 2015 Skoda Superb 118 TSI Elegance, white exterior, black interior, 1.8 L 4 cyl engine, front-wheel drive, automatic, with 154213 km on it.",14990
"There is a used 2016 Land Rover Discovery Sport TD4 180 HSE in black, diesel-powered. It's an automatic with a 2L engine, AWD, and has covered 78223 km.",29999
"There's a used 2014 Subaru BRZ BRZ Coupe in the lot, white exterior, 2L 4 cyl engine, automatic, rear drive, with 121334 km on it.",23995
"I have a 2013 Audi Q7 3.0 TDI Quattro, white with a black interior. It's an automatic with a 3 L, 4-cylinder engine, AWD, and has 117441 km.",28990
"I am looking at a used 2023 Mitsubishi Triton GLX-R, white, diesel. It features a 2.4L 4-cylinder engine, automatic, and has covered 5 doors.",54760
"I am looking at a used 2018 Mitsubishi Pajero GLX LWB, grey, diesel. It features a 3.2L 4-cylinder engine, automatic, and has covered 126807 km.",39990
"I am looking at a 2012 Mazda 2 NEO, a silver hatchback with black interior. It's an automatic with a 1.5 L, 4 cyl engine, and has done 88938 km.",14990
"I am looking at a 2006 Holden Commodore Executive. It's a used model, with a 3.6 L, 6 cyl engine, rear drive, and has done 209751 kilometers.",7490
"A 2013 Audi A1 Sportback, white exterior, black interior, automatic transmission, 1.4 L, 4 cyl engine, with 16,0861 km on the odometer.",17880
"I have a 2020 Ford Puma ST-Line, a grey SUV with a black interior. It's an automatic with a 1 L, 3 cyl engine, and has clocked 29866 km.",28990
"I have a 2022 Volkswagen Tiguan, a used black SUV with a diesel 2L engine, automatic, and AWD. It's a 4-seater SUV with 2882 kilometers.",57990
"I have a 2022 Volvo XC60 Plus B5 Mhev DEMO, blue with a black interior. It's a 4-door SUV with 5 seats, 5 seats.",69990
"I am looking at a used 2018 Toyota RAV4 GXL, silver exterior. It features a 2.5L 4-cylinder engine, automatic, and has covered 132928 km.",31888
"I am looking at a black 2013 Toyota Hilux SR5. It's a used model, with a 4-liter, 4-cylinder engine, and has traveled 202937 kilometers.",26990
"I am looking at a used 2021 Kia Stonic SUV, grey with a grey interior. It's got a 1.4 L, 4 cyl engine, automatic transmission, and has covered 25347 km.",24474
"2014 Volkswagen Golf 110 TDI Highline is available. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 5 doors, 5 seats.",24950
"I have a 2022 Hyundai I20 N, a hatchback in silver with a black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked 12 doors.",47990
"I have a 2022 Volkswagen T-ROC R Grid, a used black SUV with a black interior. It's a used model, with a 2L 4-cylinder engine, rear-wheel drive, and has clocked 1505 km.",58990
"I am looking at a 2022 Cupra Formentor VZX, a white SUV with a blue interior. It's got a 2L 4-cylinder engine, automatic, and has covered 5 seats.",69990
"I have a 2016 Toyota Hilux Ute / Tray, white with grey interior. It's an automatic with a 2.7 L, 4 cyl engine, rear drive, and has clocked 116113 km.",22999
"I am looking at a used 2016 Subaru Forester 2.0D-L diesel vehicle. It features a 2L 4-cylinder diesel engine, automatic, and AWD. It's clocked only 5 seats.",23990
"There's a used 2012 Land Rover Discovery 4 3.0 SDV6 HSE in white available. Diesel, automatic, 3 L, 4-cylinder engine, with 6 cyl engine, 7 seats.",27999
"I am looking at a used 2008 Toyota Hilux Ute / Tray. It features a 2.7 L, 4 cyl engine, automatic, rear drive, and has 314158 km.",7950
"I have a 2009 Toyota Yaris YRS, a white 2009 Toyota Yaris YRS, used. It's an automatic with a 1.5L engine, front-wheel drive, and has 84251 km on the odometer.",11999
"I am looking at a 2010 Ford Falcon XR6, a red hatchback with black interior. It's an automatic with a 4 L, 6 cyl engine, rear drive, and has 17,9558 km.",10990
"There is a used 2017 Kia Carnival Scragon in white, featuring an automatic gearbox, 3.3L engine, and a stylish interior. It's a 4-door, 4-seater model with 150088 km.",23950
"I have a 2000 Mazda MX-5 Convertible, black with a black interior. It's an automatic with a 1.8 L, 4 cyl engine, rear drive, and has 229,898 km.",9999
"I have a 2011 Mazda BT-50 Boss B3000 SDX, grey with grey interior. It's a 4-cylinder, 3 L diesel, with 5 seats.",17500
"It's a 2023 MG ZS Excite, black on black, 1.5L 4 cyl, front-wheel drive, automatic, SUV, 5-door, 5-seat configuration.",23990
"I am looking at a 2021 MG HS Excite, a black SUV with an automatic transmission, 1.5L engine, and 19126 km on the odometer.",27980
"I have a 2016 Mitsubishi Triton GLX, a white 2016 Mitsubishi Triton GLX, used. It's a diesel, automatic, with a 2.4 L, 4-cylinder engine, and has 55,779 km.",23990
"I am looking at a used 2005 Toyota Landcruiser Prado GXL, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 369629 km.",14950
"I have a 2016 Volkswagen Crafter 50 TDI 340 LWB, white with grey interior. It's a 4-cylinder, 2 L diesel, automatic, with 2L engine, and has 229,838 km.",27995
"I am looking at a used 2022 Mercedes-Benz GLE 300 D, white exterior. It features a black interior, 2L diesel engine, automatic, and AWD. It's clocked 5 doors, 5 seats.",119800
"I have a 2010 Holden Cruze CDX, a sleek silver exterior. It's an automatic with a 1.8 L, 4 cyl engine, and has 182728 km on the odometer.",4999
"I am looking at a used 2013 Mercedes-Benz E400 Sedan. Silver with a black interior, 3 L, 4-cylinder engine, rear drive, and has clocked 90038 km.",35950
"I am looking at a used 2007 Ford Territory TS. This black SUV features a 4 L, 6 cyl engine, automatic, rear drive, and has 209499 km on the odometer.",10990
"I am looking at a used 2022 Volkswagen T-ROC 140TSI R-Line. It features a 2L 4-cylinder engine, automatic, and AWD. It's clocked only 21 kilometers.",53990
"I am looking at a used 2013 Toyota Hilux SR. It features a 3 L, 4-cylinder diesel engine, automatic, and has covered 3 L, 4WD. It's done 229,884 kilometers.",30999
"I am looking at a used 2007 Toyota Corolla Ascent Seca. White hatchback, grey interior, automatic transmission, 1.8 L, 4 cyl engine, with 174500 km.",7995
"I am looking at a used 2018 Audi Q5 3.0 TDI Quattro Sport, white with a brown interior. It's a used model, with a 3 L, 4-cylinder diesel engine, and has covered 81383 km.",49880
"I have a 2022 Volkswagen T-ROC 140TSI R-Line, blue with a black interior. It's an automatic with a 2L engine, AWD, and has clocked 4240 km.",55990
"I have a 2015 Mercedes-Benz Sprinter 313CDI MWB, white with grey interior. It's a 4-cylinder, 2.1L diesel, automatic, with 288341 km.",23990
"I am looking at a used 2003 Mazda 6 Sedan. It features a 2.3 L, 4 cyl engine, automatic, and has covered 229,888 km.",5950
"I am looking at a 2008 Toyota Yaris YRS, a grey hatchback with automatic transmission, 1.5L 4 cyl engine, grey interior, and 5 doors.",12990
"I have a 2015 Mitsubishi Pajero GLS LWB, a silver SUV with black interior. It's an automatic with a 3.2L engine, and has clocked 276523 km.",27995
"I am looking at a black 2013 BMW X3 20I. It's a used model, with a black interior, and has clocked 138520 km.",18990
"I am looking at a used 2023 Toyota RAV4 cruiser, red with a black interior. It's got a 2.5L engine, automatic transmission, and has covered 5 doors, 5 seats.",68888
"I am looking at a used 2017 Toyota Hilux SR5. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 229,729 km.",40990
"I have a 2022 Volvo XC40 Ultimate B4 Bright Mhev DEMO, white with a Charcoal interior. It's an automatic with a 2L engine, AWD, and has clocked 2452 km.",64990
"There is a used 2014 Mercedes-Benz C250 Avantgarde in silver, featuring a 1.8 L, 4 cyl engine, automatic, rear drive, with 68909 km on it.",24990
"I have a 2013 Mazda CX-5 Maxx Sport, 2.2L 4 cyl, automatic, AWD, and 119893 kilometers on the odometer.",16870
"I am looking at a 2023 Toyota Yaris Cross GX Hybrid, white, used. It comes with an automatic gearbox, 1.5L engine, and has traveled 35 km.",41990
"I have a 2015 Toyota HiAce DX, white with black interior. It's an automatic with a rear-wheel drive, and has clocked 95846 km.",31900
"I am looking at a used 2016 Maserati Grancabrio MC. It features a 4.7 L, 8 cyl engine, rear drive, automatic, with 32311 kilometers.",179990
"A 2017 Ford Ranger XL 2.2L diesel engine, white with a black interior, 2.2L 4 cyl engine, automatic, and 111477 km on the odometer.",35999
"There's a used 2017 Ford Mustang Fastback GT 5.0 V8 in grey available. It's an automatic with a 5 L, 8 cyl engine, rear drive, and has done 104549 km.",43990
"There's a used 2016 Subaru BRZ BRZ Coupe in the lot, silver exterior, black interior, 2L 4 cyl engine, automatic, rear drive, with 85757 km on it.",27990
"I am looking at a used 2018 Nissan Qashqai ST SUV, white with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 111988 km.",21950
"I have a 2015 Hyundai IX35 Highlander, black exterior and interior. It's an automatic with a 2.4L engine, AWD, and has 214584 km on the odometer.",12990
"I am looking at a used 2017 Hyundai Iload 3S liftback. It features an automatic transmission, 2.5L engine, rear-wheel drive, and has covered 3 doors, 3 seats.",26999
"I have a 2022 Volkswagen T-ROC 140TSI R-ROC, blue with a black interior. It's an automatic with a 2L engine, AWD, and has clocked 1505 km.",55990
"I have a 2019 Lexus ES300H Sports Luxury BRN MTS, a sleek silver exterior. It's an automatic with a 2.5 L, 4 cyl engine, and has clocked 62680 km.",60990
"I have a 2022 GWM UTE Cannon-L, UTE Cannon-L, white with black interior. It's a 4-cylinder, 2L diesel, automatic, with 5 doors, 5 seats.",39888
"I am looking at a black 2001 Honda CR-V, a used SUV with an efficient 2.4L engine and automatic transmission. It's a 4-door SUV with 303221 kilometers.",3499
"I have a 2022 Toyota Hilux SR HI-Rider, white with black interior. It's a 4-cylinder, 2.8 L diesel, with 6495 km.",51990
"I have a 2018 Hyundai I30 Active, a hatchback in white with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 44378 km on the odometer.",23888
"I am looking at a used 2010 Holden Commodore SV6. it features a 3.6 L, 6 cyl engine, rear drive, and has clocked 157103 km.",11995
"There is a used 2018 Holden Colorado LS in white, diesel-powered. It's an automatic with a 2.8 L, 4 cyl engine, 5 seats, 5 seats.",24990
